ACTIVE,DOCUMENT_ID,TITLE,QUICK_CODE,SUMMARY,VERSION,REVISION,CAN_DOWNLOAD_BINARY,CAN_DOWNLOAD_CONTENT,LAST_MODIFIED_DATETIME,DOWNLOAD_AS_PDF,TYPE,SHOW_IN_OFFICE_ONLINE_VIEWER,IS_EDITABLE_FORM,IS_PRINTABLE,DOCUMENT_TYPE_ID,DOCUMENT_TYPE_NAME,DOCUMENT_TYPE_MINI_ID,DOCUMENT_TYPE_MINI_NAME,PRINT_HEADER_REQUIRED,CAN_BE_COMPARED,CAN_BE_EDITED,CAN_CHECK_DOCUMENT,MARKED_AS_FAVORITE,FOLDER_MINI_FOLDER_ID,FOLDER_MINI_FOLDER_NAME,FOLDER_MINI_FULL_PATH,STATE,CHECK_DATE,HAS_DELETE_PUBLISHED_PERMISSION,ORIGINAL_TYPE,LANGUAGE,DOWNLOAD_BINARY_EXTENSION,MIME_TYPE,OFFICE_PRINT_COVER_PAGE_MODE,ATTENTION_REQUIRED_FLAGS
True,6bc0faaa-ede9-4e2e-a8e7-bf2c722d7a17,Beleidsadviseur B - bijlage tbv de functie Beleidsadviseur KAM,WY-777-R,,1,0,True,False,20241204124953,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20261204,False,none,nl-NL,pdf,application/pdf,not_used,
True,6bcc621b-f6f0-4be9-a171-421249595008,Dashboard ELV,86-JG-72,"Via dit dashboard krijg je inzicht in de gemiddelde ligduur van het product Eerstelijnsverblijf Hoog Complex, waarover met zorgverzekeraars, per kalenderjaar, afspraken zijn gemaakt zodat hierop gestuurd kan worden.",2,0,True,False,20260212121303,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,42,Dashboard leeswijzers,Cordaan\Cordaan Informatie Systeem (CIS)\Dashboard leeswijzers,published,20260522,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_approaches""]"
True,6c00e99a-9ec5-4cd8-b9f1-3131d75a1eb9,Ontruimingsplan De Marke De Meenthoek,KV-568-K,Ontruimingsplan De Marke De Meenthoek,2,0,True,False,20251118150600,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20261118,False,none,nl-NL,pdf,application/pdf,not_used,
True,6c169c07-ed2f-41fe-93ad-97b7de8b5c89,Zorgcontinuiteitplan Parkhof,HX-GB-67,Om de zorgcontinuiteit van clienten te waarborgen.,1,0,True,False,20241008132640,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20261029,False,none,nl-NL,pdf,application/pdf,not_used,
True,6c6ad528-c34a-4602-8a44-989798426586,Zorgcontinuiteitplan Kadoelerbreek,DH-YJ-47,Om de zorg continuïteit van cliënten te waarborgen.,1,1,True,False,20241008132642,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20261029,False,none,nl-NL,pdf,application/pdf,not_used,
True,6c8e8ea1-b5ce-4184-ad09-2623737c58a2,Ontruimingsplan Cordaan Beemsterstraat,64-VJK-7,Ontruimingsplan Cordaan Beemsterstraat - Update september 2025,2,0,True,False,20251003095457,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20261003,False,none,nl-NL,pdf,application/pdf,not_used,
True,6cb5976c-8da5-451c-9162-274e0c64e07d,Dashboard Verlof,HH-HM-24,"Bevat informatie over verlof, te filteren o.a. op budgetorgaanstructuur, kostenplaats, periode, functiegroep etc. ",7,0,True,False,20260212122820,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,42,Dashboard leeswijzers,Cordaan\Cordaan Informatie Systeem (CIS)\Dashboard leeswijzers,published,20270212,False,none,nl-NL,pdf,application/pdf,not_used,
True,6ce89392-6d66-4c37-824b-a2f670511384,Visie Leren en Ontwikkelen,FYW-75-M,"Bij Cordaan blijf je leren en ontwikkelen voor de cliënt, voor jezelf en voor onze toekomst. 
Je bent bevoegd en bekwaam voor het werk dat je doet;

We stimuleren en ondersteunen elkaar om beter te worden in ons vak;

Je leert het meeste tijdens je werk.
",5,0,True,False,20240604060622,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,21,HR documenten,Cordaan\HR\HR documenten,published,20260604,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_approaches""]"
True,6cf1a296-2fa2-4388-89d8-59976351d4c0,Temperatuurregistratielijst medicatiekoelkast,FJ-72-65,,2,0,True,False,20251104102207,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,36,ONS/ECD,Cordaan\ONS/ECD,published,20260901,False,none,nl-NL,pdf,application/pdf,not_used,
True,6d5f0049-09bb-40b2-9d25-c50beab52bd7,Zorgcontinuiteitplan De Boeg,HP-TG-58,Voor het waarborgen van de zorgcontinuiteit,1,0,True,False,20241030073451,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20261029,False,none,nl-NL,pdf,application/pdf,not_used,
True,6d830739-569c-4f57-a81f-cbfeaa425bf6,Casemanager dementie,FY-748-J,,1,0,True,False,20250929093120,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20270929,False,none,nl-NL,pdf,application/pdf,not_used,
True,6d8fd17f-6084-41ca-b483-157e6460c1e7,Procedure na overlijden cliënt VGZ of GGZ,74-KB-HR,"Cordaan wil een zorgvuldige en uniforme werkwijze na het overlijden van een cliënt/bewoner, die voldoet aan wet- en regelgeving en uitgaat van de visie van Cordaan. Een vastgestelde werkwijze voorkomt dat er zaken over het hoofd worden gezien en alle betrokkenen tijdig en op de juiste manier worden geïnformeerd.",4,0,True,False,20240923153458,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20230525,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,6e224cd5-cf33-4e20-b066-a9eb2b72bc8b,Welkom bij Cordaan! Samen Zorgen,22-FDM-5,Dit document is voor bewoners die komen wonen in het verpleeghuis. Bij het verhuizen is het belangrijk dat er direct verwachtingen worden uitgesproken over de samenwerking tussen formele en informele zorg. Deze brief is toegevoegd aan de welkomstmap van de locaties van WmZO. ,1,0,True,False,20250122212720,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20260108,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,6e4f0aa3-31b2-4e67-a21e-4e3c213977bd,Procedure slikproblematiek VG,DD-264-C,Procedure om vroegtijdig slikproblematiek bij VGZ-cliënten  te onderkennen. Bij alle VGZ-cliënten dient minimaal 1x per jaar de Signaleringslijst verslikken (een profielvragenlijst in ONS) te worden ingevuld.,4,0,True,False,20220822095550,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,12,Zorg inhoud,Cordaan\Zorg inhoud,published,20230822,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,6e5f52ba-c403-4dbf-820a-251a144a79d3,Checklist nieuwe medewerker SZO,77-WH-67,,1,1,True,False,20241118131634,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20240119,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,6e65b2e0-5070-460f-931e-4f44dd9083a1,Handreiking: Gesprek met de suïcidale cliënt,56-FR-85,In dit document vindt u handvatten om het gesprek te voeren met een cliënt met suïcidaal gedrag.,2,0,True,False,20250603123525,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20260603,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_approaches""]"
True,6e72525d-0e7e-4f1b-bccd-e3555702f786,Protocol scabiës (schurft),52-HB-YR,Het protocol beschrijft de werkwijze bij een verdenking of bevestiging van scabiës.,3,0,True,False,20260114193746,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,12,Zorg inhoud,Cordaan\Zorg inhoud,published,20240508,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,6e98077f-50eb-4535-8604-bdd05e5df82f,WERKWIJZE ALLERGENENREGISTRATIE,47-VK-CC,WERKWIJZE ALLERGENENREGISTRATIE,2,0,True,False,20250603063255,True,file,False,True,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20270504,False,none,nl-NL,pdf,application/pdf,not_used,
True,6eb36673-91f9-44ca-a71b-ae086850c5b0,Verlofregelingen cao GHZ,47-58-NF,Verlofregelingen voor Zorgmedewerkers cao GHZ Als medewerker kun je in verschillende situaties verlof opnemen wanneer je zorg moet verlenen aan iemand met wie je een sociale relatie hebt waarbij het logisch is dat jij degene bent die de zorg moet ver,1,0,True,False,20251023134310,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,21,HR documenten,Cordaan\HR\HR documenten,published,20271023,False,none,nl-NL,pdf,application/pdf,not_used,
True,6eb5c5a0-52d0-4c4c-bc0d-ba12834bb0fd,Aanpassen Huisarts en Apotheek  in Medimo,7-RNN-84,,1,0,True,False,20251104101145,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20260901,False,none,nl-NL,pdf,application/pdf,not_used,
True,6f02300b-0c4b-4ab7-b1d5-265c36aa46a2,Fiscale uitruil reiskosten woonwerk,44-BG-HB,,2,0,True,False,20241029072340,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,21,HR documenten,Cordaan\HR\HR documenten,published,20261029,False,none,nl-NL,pdf,application/pdf,not_used,
True,6f59f5b1-ba8a-4999-bb9a-954e7518c086,Ontruimingsplan Beth Shalom,65-28-JQ,"Om de veiligheid van de clienten, medewerkers en andere aanwezigen te waarborgen.",2,0,True,False,20251222123002,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20261222,False,none,nl-NL,pdf,application/pdf,not_used,
True,6f5c2548-05f5-434e-8e89-fc3415cd20e4,Manager Projecten Huisvesting,QGB-42-M,,1,0,True,False,20221205130203,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20270401,False,none,nl-NL,pdf,application/pdf,not_used,
True,6f8a912f-9cc4-4429-b7e9-2e2b1f5fb04e,Dashboard Vragenlijst Clienttevredenheid,MMH-56-R,,1,0,True,False,20260305104623,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,42,Dashboard leeswijzers,Cordaan\Cordaan Informatie Systeem (CIS)\Dashboard leeswijzers,published,20270305,False,none,nl-NL,pdf,application/pdf,not_used,
True,6fc02c9b-77bb-49d6-a75a-a1c584f3e535,Handreiking zingeving,VQ-QG-62,"In gesprek over zingeving. In dit document wordt informatie gegeven over hoe je het gesprek over zingeving kunt voeren. 
",3,0,True,False,20251230120030,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20270227,False,none,nl-NL,pdf,application/pdf,not_used,
True,6fd0256b-cff7-4df7-abd2-91bf0b9b3125,Procedure Complexe Casuistiek (1),68-56-CK,"Het komt voor dat cliënten opeens, of al langere tijd, over de grenzen van andere cliënten of medewerkers heen gaan. Of gedrag vertonen dat ten koste gaat van henzelf. En soms dusdanig dat het de veiligheid en leefbaarheid ernstig aantast. Onder probleemgedrag valt onder meer verbale en fysieke agressie, destructief gedrag, seksueel overschrijdend gedrag, geld afpersen bij medebewoners, of ander gedrag dat leidt tot onveilige situaties voor de cliënt zelf, andere cliënten, begeleiders of de woonomgeving. Hoe handel je dan? En hoe doe je dit vanuit de visie die we binnen Cordaan hanteren? De procedure richt zich op het wettelijk en juridisch kader voor interveniëren bij escalerend gedrag. Wat mogen we wel en wat mogen we niet. Hoe kunnen we binnen de kaders van de wetgeving kwalitatief goede zorg bieden en onze grenzen bewaken? In dit document geven we handvatten hoe hiermee om te gaan.
",1,0,True,False,20260325130438,True,file,False,False,True,4,PowerPoint document,4,PowerPoint document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20270320,False,none,nl-NL,pdf,application/pdf,not_used,
True,6fd3b686-5b82-405d-b1c1-5272e30e22f9,Handreiking begeleiden van cliënten met een LVB,7-KFT-25,"In deze handreiking vind je een beschrijving van de doelgroep LVB, je taak als begeleider en je werkrelatie met de clie¨nt. We geven je een aantal tips om je ondersteuning vorm te geven en om te gaan met de dilemma’s waar je dagelijks mee te maken hebt. We beschrijven de kaders van je werk als professional en geven je een overzicht van de hulpbronnen die je kunt inzetten.",2,0,True,False,20251117163510,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20261130,False,none,nl-NL,pdf,application/pdf,not_used,
True,6fe821ee-b224-41c7-9095-dac23e7b3c93,PDCA-DigiContact,WY-75-MQ,Presentatie over PDCA-cyclus van DigiContact voor medewerkers.,2,0,True,False,20251230115321,True,file,False,False,True,4,PowerPoint document,4,PowerPoint document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20260930,False,none,nl-NL,pdf,application/pdf,not_used,
True,700a136a-a670-4f58-9d64-70ff5be7e5bc,Profiel Persoonlijk Begeleider Ouderen,WT-64-PX,,1,0,True,False,20221205130206,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20270403,False,none,nl-NL,pdf,application/pdf,not_used,
True,70276733-2e66-43fc-b0e1-83a9b56d7d21,Informatiegids Ondersteunende diensten vgz/ggz,75-VH-BV,Informatiegids Ondersteunende diensten vgz/ggz,1,0,True,False,20250213093252,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20270420,False,none,nl-NL,pdf,application/pdf,not_used,
True,7063b36d-179c-4d90-9f2d-efac35748a9f,Salarisschalen VVT per 1 juli 2025,CK-556-H,,2,0,True,False,20250625115532,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,21,HR documenten,Cordaan\HR\HR documenten,published,20270625,False,none,nl-NL,pdf,application/pdf,not_used,
True,70664b97-93f2-4357-8364-a00bd000c480,Ontruimingsplan Olympisch Kwartier,75-JQY-4,Ontruimingsplan Olympisch Kwartier,1,0,True,False,20241008132642,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20260401,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,7096d4a3-3d88-4721-8a0c-f4d5d71bcae9,Format Inbreng Casuïstiek Cordaan Jeugd Thuis,P-645-RY,Format Inbreng Casuïstiek Cordaan Jeugd Thuis,1,0,True,False,20260112085217,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20270111,False,none,nl-NL,pdf,application/pdf,not_used,
True,70a39125-2934-410d-8e96-309f32c2884f,Evaluatie Covid-19 voorjaar 2020,4-CBY-57,,2,0,True,False,20201015104430,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20260610,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_approaches""]"
True,70b78b44-94dd-436a-9151-d54de44a8ade,Coach welzijn,D-742-QJ,"FWG functiegroep: 40 Functiecode: Functie: Coach Welzijn Doel van de functie Je bent verantwoordelijk voor het welzijn op de afdeling. Je organiseert, coördineert, begeleidt en coacht bij welzijnsactiviteiten gericht op het welbevinden van de cliënt.",1,0,True,False,20241205125826,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20261205,False,none,nl-NL,pdf,application/pdf,not_used,
True,7125eae7-8fe6-4b0d-865e-7ab7da7263a9,Afwegingskader palliatief terminale zorg wijkverpleging,CM-67-28,"Afwegingskader voor palliatieve/terminale zorg in de wijk: definities, proactieve zorgplanning (ACP), mantelzorgondersteuning, waken (door netwerk/vrijwilligers), plaatsing palliatieve unit/hospice, inzet nachtzorg/professionele waakzorg, na-/rouwzorg, vastleggen in dossier, scholingsaanbod, overlegmogelijkheden en interne controle. Inclusief handreiking zorgplan nachtzorg: alleen actieve zorg/monitoring wordt vergoed, met specifieke interventies per domein (ademhaling, angst, bewustzijn, pijn, huid, spijsvertering, urinewegen, verwardheid). Contactinformatie en verwijzingen opgenomen.",1,0,True,False,20260514134932,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20270514,False,none,nl-NL,pdf,application/pdf,not_used,
True,712bf894-72b4-425f-975d-9edf1455d329,Presentatie Leren van incidenten - Afhandelen en analyseren in TriasWeb als (team)manager,75-VJM-4,"Presentatie voor (team)managers over incidenten in de zorg (MIC, MIM, calamiteit) en het te doorlopen proces (melden, afhandelen, analyseren) zodat je leert van de dingen die niet goed zijn gegaan en verbeteracties kunt inzetten.",2,0,True,False,20241015094052,True,file,False,False,True,4,PowerPoint document,4,PowerPoint document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20251015,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,716d2d6f-fcee-4718-befd-c492fd89ecc8,Wondconsulent,JM-856-B,,1,0,True,False,20221205130523,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20270401,False,none,nl-NL,pdf,application/pdf,not_used,
True,72106276-8365-4d70-9b55-b0b4645e3d32,Interne procedure voor GGZ WMO BV en BT (voorheen BW),JX-265-R,Interne procedure voor GGZ WMO BV en BT (voorheen BW),3,0,True,False,20250528115748,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,33,CSB,Cordaan\CSB,published,20260528,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_approaches""]"
True,7247a058-eb92-43cc-9635-bc97ec96aa95,Infographic Servicedesk,KW-88-22,Uitleg werkwijze Servicedesk.,1,0,True,False,20241008132642,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20250226,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,7299c8bd-1060-4355-8681-7a311a4b5b5b,Vrijwilligersdossier: VOG aanvragen,DK-XR-42,,1,0,True,False,20260114200330,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,21,HR documenten,Cordaan\HR\HR documenten,published,20251001,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,731004ff-baa9-4d31-9919-04cb78b7a8c3,GZ-Psycholoog,86-75-HM,,2,0,True,False,20221205130208,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20270401,False,none,nl-NL,pdf,application/pdf,not_used,
True,73547788-59d1-492d-bd7f-2c1865a4f38e,Clostridium protocol,68-64-RR,,1,0,True,False,20260114155437,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,12,Zorg inhoud,Cordaan\Zorg inhoud,published,20201217,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,736f441a-f382-42b6-8368-960c8de34965,Toestemmingsverklaring cliënt,62-XD-54,Dit document is een toestemmingsverklaringsformulier voor de client die in het ECD gehangen dient te worden. ,4,0,True,False,20260114194912,True,file,False,True,True,2,Word document,2,Word document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20261112,False,none,nl-NL,pdf,application/pdf,not_used,
True,74519d7c-ff3a-4cb4-b045-37bfa05a9898,Medewerker administratie A,27-72-JD,,1,0,True,False,20250820111028,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20270820,False,none,nl-NL,pdf,application/pdf,not_used,
True,7495c39c-e642-4487-a265-be8ea14676db,Ontruimingsplan de Werf,26-YD-CT,"Ontruiminngsplan locatie de Werf
Dit betreft een totaal ontruimingsplan van alle afzonderlinge locaties
op het terrein van de Werf",1,0,True,False,20260224110433,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20270224,False,none,nl-NL,pdf,application/pdf,not_used,
True,74b1dce3-c700-4e4b-9854-f68c35bed262,Coördinator 1e lijn,TN-78-86,,1,0,True,False,20221205130202,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20270401,False,none,nl-NL,pdf,application/pdf,not_used,
True,74ba4744-b3d6-4dc3-b46a-f287a1d9b583,Handleiding bloemen bestellen,74-CKF-8,Handleiding bloemen bestellen bij de Roos.,3,0,True,False,20260303114634,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20270303,False,none,nl-NL,pdf,application/pdf,not_used,
True,74f3c2aa-946a-459a-b68e-cda3ff9b1850,Werkprocessen ELV Berkenstede,Y-265-NQ,,2,0,True,False,20231213112734,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,12,Zorg inhoud,Cordaan\Zorg inhoud,published,20250119,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,75c8652f-f250-42df-9912-b9284efaed2d,Seksualiteit heterdaad,56-CW-64,,2,0,True,False,20260423122118,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,12,Zorg inhoud,Cordaan\Zorg inhoud,published,20250601,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,763da7f9-0a63-4dcd-9671-dce2bffb597b,Hitte protocol,RD-588-X,Het hitte protocol beschrijft wat te doen bij Zomerse temperaturen boven de 25 graden.,13,0,True,False,20251020141147,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,12,Zorg inhoud,Cordaan\Zorg inhoud,published,20260420,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,76899d6b-d77b-4d60-8a3d-cfc56106ccd7,Werkafspraken leefpatroonmonitoring (Sensara),27-67-RD,Overzicht van de documenten ter ondersteuning van het gebruik van leefpatroonmonitoring.,1,0,True,False,20260420095002,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20270420,False,none,nl-NL,pdf,application/pdf,not_used,
True,76905aca-8b6a-41b9-b93e-6d2d5e8ab905,Inwerkprogramma Verzorgende IG - Zorg in de Wijk,GG-666-J,,1,0,True,False,20221205130206,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,21,HR documenten,Cordaan\HR\HR documenten,published,20250308,False,none,nl-NL,pdf,application/pdf,not_used,"[""new_draft_being_created""]"
True,76c9ff2d-4296-436f-a6c3-13e5d55e48f8,Ontruimingsplan Parkhof,MC-KD-44,Ontruimingsplan Parkhof - Update oktober 2025,3,0,True,False,20251007093256,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20261007,False,none,nl-NL,pdf,application/pdf,not_used,
True,76d232b9-9404-4311-a66a-b63e13a3e818,Werkinstructie Digicoach,52-YNH-4,Gefeliciteerd! Je bent Digicoach! Je hebt de tweedaagse Training Digicoach gevolgd. Als het goed is ben je er klaar voor om collega's verder te helpen met hun digivaardigheid binnen Cordaan. Maar hoe doe je dat? Deze werkinstructie helpt je hopelijk een beetje op weg. ,1,0,True,False,20240215160527,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,21,HR documenten,Cordaan\HR\HR documenten,published,20280224,False,none,nl-NL,pdf,application/pdf,not_used,
True,770771c7-153f-439c-a3bd-889de4f7b66f,Zorgcontinuiteitplan d'Oude Raai,4-BKC-67,Om de zorgcontinuiteit van clienten te waarborgen,1,1,True,False,20240916143024,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20261029,False,none,nl-NL,pdf,application/pdf,not_used,
True,770d3801-d83c-4e11-b8fc-217f10542883,Zorgcontinuiteitplan S.F. van Ossstraat,PT-674-C,Zorgcontinuïteitplan S.F. van Ossstraat ,1,0,True,False,20241004140337,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20261029,False,none,nl-NL,pdf,application/pdf,not_used,
True,77682ca5-bce1-482d-94ed-0e020a54df4d,Medewerker Logistiek B,NHX-67-V,,1,0,True,False,20221205130203,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20270401,False,none,nl-NL,pdf,application/pdf,not_used,
True,777e81ad-fd33-4847-8d0e-42ed5449fcee,Werkwijze aanvraag ID pas Zorg in de Wijk,52-WFB-2,nieuwe werkwijze vanaf 1 mei 2022,1,0,True,False,20250205151353,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20230428,False,none,nl-NL,pdf,application/pdf,not_used,"[""new_draft_being_created""]"
True,779856e3-1778-4e7a-bf43-c563d75a295e,Toetsingskader Meerzorg 2025,QPX-47-H,Toetsingskader Meerzorg 2025,2,0,True,False,20250521100420,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,12,Zorg inhoud,Cordaan\Zorg inhoud,published,20260521,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_approaches""]"
True,77c39262-c354-4bc1-b8c4-ffc3cab042d8,Poster A3 - Luchtventilatie,64-BKD-6,,1,0,True,False,20201216152628,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,36,ONS/ECD,Cordaan\ONS/ECD,published,20250819,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,77cab30b-447a-4844-9523-bd9a06470bf1,Aanvraagformulier nieuwe fiets,2-MKR-27,Aanvraagformulier nieuwe fiets,1,0,True,False,20250515065226,True,file,False,True,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20260614,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_approaches""]"
True,77e3c1b8-8fb3-48ac-9ee8-6b6e4e1f2e87,Ontruimingsplan de Boeg,65-TN-WK,Ontruimingsplan de Boeg,2,0,True,False,20260223180504,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20270223,False,none,nl-NL,pdf,application/pdf,not_used,
